Account Name,Company Domain Name,ZoomInfo Company ID,ezCater Vertical,Industry,ezCater Industry,Zoominfo Industry
Louisiana State University,lsu.edu,23150769,Education,,Education,Colleges & Universities
State University System of Florida,flbog.edu,176177355,Education,,Education,State
Kipp,kippforlife.kipp.org,67471514,Technology,,Computer Software,K-12 Schools
University of California System,universityofcalifornia.edu,149078138,Education,Education,Education,Colleges & Universities
The University of Texas System,utsystem.edu,546413166,Education,,Education,Colleges & Universities
Stanford University,stanford.edu,21873421,Education,Education,Education,Colleges & Universities
Texas State University System,tsus.edu,150192263,Education,,Education,Colleges & Universities
Lone Star College,lonestar.edu,344351047,Education,,Education,Colleges & Universities
George Mason University,gmu.edu,7373556,Education,,Education,Colleges & Universities
California State University System,calstate.edu,6307968,Education,Education,Education,Colleges & Universities
Arizona Board of Regents,arizona.edu,2654881,Education,Education,Education,Colleges & Universities
Loyola Marymount University,lmu.edu,23183639,Education,Education,Education,Colleges & Universities
Texas A&M University System,tamus.edu,555894791,Education,,Education,Colleges & Universities
University of Nebraska System,nebraska.edu,26593374,Education,Education,Education,Colleges & Universities
Nevada System of Higher Education,unlv.edu,547774271,Education,Education,Education,Colleges & Universities
The University of Tennessee System,tennessee.edu,73286032,Education,,Education,Colleges & Universities
University of Colorado System,cu.edu,397544896,Education,Education,Education,Colleges & Universities
Rice University,rice.edu,96453132,Education,Education,Education,Colleges & Universities
University of Houston System,uhd.edu,551656893,Education,Education,Education,Colleges & Universities
University of Washington System,washington.edu,55313153,Education,Education,Education,Colleges & Universities
Kansas Board of Regents,college.ku.edu,18746154,Education,Education,Education,Colleges & Universities
Oregon State University,oregonstate.edu,172310790,Education,,Education,Colleges & Universities
Colorado State University System,colostate.edu,24743323,Education,Education,Education,Colleges & Universities
Dallas Independent School District,dallasisd.org,24629110,Education,Education,Education,K-12 Schools
University of Hawaii System,hawaii.edu,17318454,Education,Education,Education,Colleges & Universities
North Dakota University System,,8604483,Education,Education,Education,Colleges & Universities
Southern Methodist University,smu.edu,46744167,Education,,Education,Colleges & Universities
University of North Texas System,untsystem.edu,344181399,Education,,Education,Colleges & Universities
Pepperdine University,pepperdine.edu,54363070,Education,,Education,Colleges & Universities
Baylor College of Medicine,bcm.edu,1125349972,Health Social Services,Education,Hospital & Health Care,Colleges & Universities
Santa Clara University,scu.edu,20747711,Education,Education,Education,Colleges & Universities
University of New Mexico System,unm.edu,8785085,Education,Education,Education,Colleges & Universities
Alamo Colleges District,alamo.edu,2954034,Education,,Education,Colleges & Universities
Colorado School of Mines,mines.edu,399567720,Education,,Education,Colleges & Universities
Texas Christian University,tcu.edu,10765366,Education,Education,Education,Colleges & Universities
University of Denver,du.edu,22053375,Education,,Education,Colleges & Universities
University of Oregon,uoregon.edu,19957055,Education,,Education,Colleges & Universities
Mississippi State University,msstate.edu,25381443,Education,,Education,Colleges & Universities
New Mexico State University System,nmsu.edu,53905175,Education,Education,Education,Colleges & Universities
Baylor University,baylor.edu,12880808,Education,,Education,Colleges & Universities
Texas Woman's University,twu.edu,241926511,Education,Education,Education,Colleges & Universities
Creighton University,creighton.edu,9962000,Education,Education,Education,Colleges & Universities
GuideWell,guidewell.com,367467565,Finance,,Insurance,Insurance
Ibotta Inc,ibotta.com,356463576,Technology,,Computer Software,Mobile App Development
Andersen Tax LLC,andersen.com,363714198,Business Services,,Accounting,Accounting Services
Samvardhana Motherson International Ltd,motherson.com,49923065,Transportation,,Automotive,Automotive Parts
New Fortress Energy Inc,newfortressenergy.com,373354007,Construction and Engineering,,Utilities,Oil & Gas Exploration & Services
Mitsubishi Chemical Group Corp,mcgc.com,150438451,Construction and Engineering,,Chemicals,Chemicals & Related Products
CSL Ltd,seqirus.com,10109322,Pharma,,Biotechnology,Blood & Organ Banks
PayPal Holdings Inc,paypal.com,29818882,Finance,,Financial Services,Credit Cards & Transaction Processing
PepsiCo Inc,pepsico.com,112641050,Retail and Wholesale,,Food & Beverages,Food & Beverage
InterContinental Hotels Group PLC,ihgplc.com,56922256,Business Services,,Hospitality,Lodging & Resorts
Robert Bosch GmbH,bosch.com,5243820,Transportation,,Automotive,Automotive Parts
Stryker Corp,stryker.com,36848621,Pharma,,Medical Devices,Medical Devices & Equipment
Royal Bank of Canada,rbc.com,33325440,Finance,,Financial Services,Banking
Masco Corp,masco.com,23954077,Construction and Engineering,,Building Materials,Chemicals & Related Products
Sanofi,sanofi.com,93063799,Pharma,,Pharmaceuticals,Pharmaceuticals
Hexagon AB,hexagon.com,17662709,Technology,,Computer Software,Test & Measurement Equipment
Reckitt Benckiser Group PLC,reckitt.com,88867673,Retail and Wholesale,,Consumer Goods,Cleaning Products
H Lundbeck A/S,lundbeck.com,23265403,Pharma,,Pharmaceuticals,Pharmaceuticals
Danaher Corp,danaher.com,10503356,Construction and Engineering,,Mechanical or Industrial Engineering,Research & Development
Macquarie Group Ltd,macquarie.com,62392222,Finance,,Financial Services,Investment Banking
Honeywell International Inc,sps.honeywell.com,18071933,Construction and Engineering,,Electrical/Electronic Manufacturing,Computer Equipment & Peripherals
Boston Scientific Corp,bostonscientific.com,39196216,Pharma,,Medical Devices,Medical Devices & Equipment
DuPont de Nemours Inc,dupont.com,21252521,Construction and Engineering,,Chemicals,Chemicals & Related Products
Orange SA,orange.com,90572188,Info and Comms,,Telecommunications,Telephony & Wireless
Banner Health,bannerhealth.com,12259557,Health Social Services,,Hospital & Health Care,Medical & Surgical Hospitals
Infineon Technologies AG,infineon.com,72090875,Construction and Engineering,,Electrical/Electronic Manufacturing,Electronics
The Sherwin-Williams Co,sherwin-williams.com,82839690,Construction and Engineering,,Chemicals,Chemicals & Related Products
Depository Trust & Clearing Corp,dtcc.com,32738723,Finance,,Financial Services,Credit Cards & Transaction Processing
Inari Medical Inc,inarimedical.com,368842591,Pharma,,Medical Devices,Medical Devices & Equipment
Sullivan & Cromwell LLP,sullcrom.com,263078087,Business Services,,Legal Services,Law Firms & Legal Services
Ultragenyx Pharmaceutical Inc,ultragenyx.com,346003533,Pharma,,Biotechnology,Pharmaceuticals
Kimberly-Clark Corp,kimberly-clark.com,80970479,Retail and Wholesale,,Consumer Goods,Pulp & Paper
Schlumberger Ltd,slb.com,70336972,Construction and Engineering,,Oil & Energy,Oil & Gas Exploration & Services
Signet Jewelers Ltd,signetjewelers.com,92635465,Retail and Wholesale,,Luxury Goods & Jewelry,Jewelry & Watch Retail
Ameriprise Financial Inc,ameriprise.com,6065973,Finance,,Financial Services,Investment Banking
Roper Technologies Inc,ropertech.com,159695202,Construction and Engineering,,Industrial Automation,Custom Software & IT Services
Suntory Holdings Ltd,suntory.com,113230794,Retail and Wholesale,,Food & Beverages,Food & Beverage
Olympus Corp,olympus-global.com,28786937,Pharma,,Medical Devices,Photographic & Optical Equipment
Envision Healthcare Holdings Inc,envisionhealth.com,369126389,Health Social Services,,Hospital & Health Care,Ambulance Services
Alcon Inc,alcon.com,1130921,Pharma,,Medical Devices,Medical Devices & Equipment
Caterpillar Inc,togetherstronger.com,9438760,Construction and Engineering,,Machinery,Industrial Machinery & Equipment
Eurofins Scientific SE,eurofins.com,7274773,Pharma,,Biotechnology,Research & Development
K1 Speed Inc,k1speed.com,43698000,Business Services,,Hospitality,"Amusement Parks, Arcades & Attractions"
Vinci,vinci.com,61046868,Construction and Engineering,,Construction,Civil Engineering Construction
HNTB Corp,hntb.com,17859287,Construction and Engineering,,Architecture & Planning,"Architecture, Engineering & Design"
The PNC Financial Services Group Inc,pnc.com,95650875,Finance,,Financial Services,Banking
Magna International Inc,magna.com,31164078,Transportation,,Automotive,Automotive Parts
Southern Co,southerncompany.com,35783308,Construction and Engineering,,Utilities,"Electricity, Oil & Gas"
Alkermes Inc,alkermes.com,1196510,Pharma,,Biotechnology,Pharmaceuticals
VirtuOx Inc,virtuox.net,348167011,Rec and Arts,,"Health, Wellness and Fitness",Healthcare Software
Sysco Corp,sysco.com,72238328,Retail and Wholesale,,Food & Beverages,Grocery Retail
Sompo Holdings Inc,sompo-hd.com,368822477,Finance,,Insurance,Holding Companies & Conglomerates
The Goodyear Tire & Rubber Co,goodyear.com,16400529,Transportation,,Automotive,Tires & Rubber
The Cooper Companies Inc,coopercos.com,345117534,Pharma,,Medical Devices,Medical Devices & Equipment
Thomson Reuters Corp,thomsonreuters.com,119243747,Finance,,Financial Services,Newspapers & News Services
Analysis Group Inc,analysisgroup.com,6181677,Business Services,,Management Consulting,Management Consulting
The Aspen Group,teamtag.com,536694467,Business Services,,Management Consulting,Dental Offices
Akzo Nobel NV,akzonobel.com,1000171,Construction and Engineering,,Chemicals,Chemicals & Related Products
Murata Manufacturing Co Ltd,murata.com,117768916,Construction and Engineering,,Electrical/Electronic Manufacturing,Electronics
Perkins and Will Inc,perkinswill.com,4917209,Construction and Engineering,,Architecture & Planning,"Architecture, Engineering & Design"
Acuity Brands Inc,acuitybrands.com/who-we-are/acuity-brands-lighting/roam,369236737,Construction and Engineering,,Electrical/Electronic Manufacturing,HR & Staffing
Los Angeles Angels,angels.com,371683965,Rec and Arts,,Sports,Sports Teams & Leagues
Maximus Inc,maximus.com,24085194,Info and Comms,,Information Technology and Services,Management Consulting
TE Connectivity Ltd,te.com,346244407,Construction and Engineering,,Electrical/Electronic Manufacturing,Electronics
Alaska Air Group Inc,alaskaair.com,218706,Transportation,,Airlines/Aviation,"Airlines, Airports & Air Services"
HubSpot Inc,hubspot.com,94209531,Technology,,Computer Software,Customer Relationship Management (CRM) Software
Johnson & Johnson,jnj.com,20775334,Pharma,,Pharmaceuticals,Pharmaceuticals
Sun Pharmaceutical Industries Ltd,sunpharma.com,109166937,Pharma,,Pharmaceuticals,Pharmaceuticals
Oracle Corp,oracle.com,67421650,Technology,,Computer Software,Enterprise Resource Planning (ERP) Software
Compagnie de Saint-Gobain SA,saint-gobain.com,230752507,Construction and Engineering,,Building Materials,Glass & Clay
Darden Restaurants Inc,darden.com,75369180,Other Industries,,Restaurants,Restaurants
Shell PLC,shell.com,37934049,Construction and Engineering,,Oil & Energy,Oil & Gas Exploration & Services
WSP Global Inc,wsp.com,42844372,Construction and Engineering,,Civil Engineering,"Architecture, Engineering & Design"
HSBC Holdings PLC,hsbc.com,69033487,Finance,,Financial Services,Banking
DAIKIN INDUSTRIES Ltd,daikin.com,39424760,Construction and Engineering,,Mechanical or Industrial Engineering,Industrial Machinery & Equipment
Koch Inc,kochinc.com,368937886,Construction and Engineering,,Construction,Holding Companies & Conglomerates
Sutter Health,sutterhealth.org,36406535,Health Social Services,,Hospital & Health Care,Medical & Surgical Hospitals
Fairfax Financial Holdings Ltd,fairfax.ca,62736867,Finance,,Financial Services,Holding Companies & Conglomerates
Siemens AG,siemens.com,108806524,Construction and Engineering,,Industrial Automation,Industrial Machinery & Equipment
Bridgestone Corp,bridgestone.co.jp,7455885,Transportation,,Automotive,Tires & Rubber
Two Sigma Investments LP,twosigma.com,96223643,Finance,,Financial Services,Investment Banking
McDonald's Corp,rmhcoutstatemi.org,24182874,Health Social Services,,Nonprofit Organizations,Restaurants
Olam International Ltd,olamgroup.com,351702671,Retail and Wholesale,,Food & Beverages,Grocery Retail
Novonesis,novonesis.com,70353938,Construction and Engineering,,Chemicals,Research & Development
Huntington Bancshares Inc,huntington.com,25692673,Finance,,Financial Services,Banking
Bloomin' Brands Inc,bloominbrands.com,348805066,Other Industries,,Restaurants,Restaurants
Block Inc,block.xyz,559977935,Finance,,Financial Services,Holding Companies & Conglomerates
Biogen Inc,biogen.com,33791530,Pharma,,Biotechnology,Pharmaceuticals
INEOS Group,ineos.com,68799582,Construction and Engineering,,Chemicals,Chemicals & Related Products
Bath & Body Works Inc,bbwinc.com,11012254,Retail and Wholesale,,Retail,"Cosmetics, Beauty Supply & Personal Care Products"
Mets,mlb.com/mets,24658177,Technology,,Internet,Sports Teams & Leagues
Turo Inc,turo.com,359066850,Other Industries,,"Leisure, Travel & Tourism",Car & Truck Rental
Prudential Financial Inc,prudential.com,56526980,Finance,,Financial Services,Insurance
Sun Life Financial Inc,sunlife.com,109150433,Finance,,Financial Services,Insurance
Eaton Corp,eaton.com,12271889,Construction and Engineering,,Industrial Automation,Industrial Machinery & Equipment
Kynetic LLC,kynetic.com,347733727,Finance,,Financial Services,Custom Software & IT Services
Epic Games Inc,epicgames.com,41307247,Technology,,Computer Software,"Multimedia, Games & Graphics Software"
Novant Health,novanthealth.org,28132378,Health Social Services,,Hospital & Health Care,Medical & Surgical Hospitals
Hologic Inc,hologic.com,10355013,Pharma,,Medical Devices,Medical Devices & Equipment
Novartis,novartis.com,62014529,Pharma,,Pharmaceuticals,Pharmaceuticals
Iberdrola SA,iberdrola.com,18563902,Construction and Engineering,,Utilities,"Electricity, Oil & Gas"
New York Life Insurance Co,newyorklife.com,8080627,Finance,,Insurance,Insurance
BAE Systems,baesystems.com,11127417,Other Industries,,Defense & Space,Aerospace & Defense
Incyte Corp,incyte.com,47695958,Pharma,,Biotechnology,Pharmaceuticals
Chubb Ltd,chubb.com,30560509,Finance,,Insurance,Insurance
Sundt,sundt.com,81592728,Construction and Engineering,,Construction,Commercial & Residential Construction
Larsen & Toubro Ltd,larsentoubro.com,677492,Finance,,Financial Services,Commercial & Residential Construction
bioM�rieux SA,biomerieux.com,20090875,Pharma,,Biotechnology,Research & Development
Korn Ferry,kornferry.com,80400120,Business Services,,Staffing and Recruiting,HR & Staffing
BorgWarner Inc,turbo.borgwarner.com,28268742,Transportation,,Automotive,Automotive Parts
Lockheed Martin Corp,lockheedmartin.com,21712070,Other Industries,,Defense & Space,Aerospace & Defense
Rio Tinto PLC,riotinto.com,82102584,Other Industries,,Mining & Metals,Minerals & Mining
Northrop Grumman Corp,northropgrumman.com,6131071,Other Industries,,Defense & Space,Aerospace & Defense
M&T Bank Corp,mtb.com,71369574,Finance,,Financial Services,Banking
Barbour Orthopedics & Spine,barbourortho.com,348701283,Health Social Services,,Hospital & Health Care,Physicians Clinics
Emerson Electric Co,appleton.emerson.com/en-us/easy-heat,46322077,Construction and Engineering,,Mechanical or Industrial Engineering,Industrial Machinery & Equipment
Vodafone Group PLC,vodafone.com,128123007,Info and Comms,,Telecommunications,Telephony & Wireless
Lincoln International LLC,lincolninternational.com,85508860,Finance,,Financial Services,Investment Banking
Trane Technologies PLC,tranetechnologies.com,478896291,Construction and Engineering,,Construction,Industrial Machinery & Equipment
Heb,heb.com,48187827,Retail and Wholesale,,Retail,Grocery Retail
VaxCare Corp,vaxcare.com,345977776,Info and Comms,,Information Technology and Services,Healthcare Software
McDermott Will & Emery LLP,mwe.com,64325533,Business Services,,Legal Services,Law Firms & Legal Services
Wolters Kluwer NV,wolterskluwer.com,56099122,Info and Comms,,Publishing,Legal Software
Fortrea,fortrea.com,510013279,Pharma,,Biotechnology,Research & Development
Danone SA,danone.com,34476681,Retail and Wholesale,,Food & Beverages,Food & Beverage
Standard Industries Inc,standardindustries.com,380706784,Construction and Engineering,,Building Materials,Building Materials
CRH PLC,crh.com,9978608,Construction and Engineering,,Building Materials,Building Materials
Addus HomeCare,addus.com,656385,Health Social Services,,Hospital & Health Care,Elderly Care Services
Highmark Health,highmarkhealth.org/hmk/index.shtml,415400764,Health Social Services,,Hospital & Health Care,Insurance
Integrity Marketing Group,integrity.com,59591074,Finance,,Financial Services,Insurance
Waste Management Inc,wm.com,56049732,Construction and Engineering,,Environmental Services,"Waste Treatment, Environmental Services & Recycling"
Infoblox Inc,infoblox.com,26722931,Technology,,Computer Software,Networking Software
SAP,sap.com,65536388,Technology,,Computer Software,Enterprise Resource Planning (ERP) Software
WH Group Ltd,wh-group.com,358705146,Retail and Wholesale,,Food & Beverages,Food & Beverage
Daiichi Sankyo Company Ltd,daiichisankyo.com,11878995,Pharma,,Pharmaceuticals,Pharmaceuticals
Astellas Pharma Inc,astellas.com,7031337,Pharma,,Pharmaceuticals,Pharmaceuticals
"State Farm Mutual Automobile Insurance Company, Bloomington, IL",statefarm.com,114016644,Finance,,Insurance,Insurance
Pandora Jewelry LLC,pandoragroup.com,86999677,Retail and Wholesale,,Luxury Goods & Jewelry,Watches & Jewelry
San Francisco Giants,sfgiants.com,479932567,Rec and Arts,,Sports,Sports Teams & Leagues
BioNTech AG,biontech.com,372797514,Construction and Engineering,,Environmental Services,Blood & Organ Banks
Ferrari NV,ferrari.com,50925246,Transportation,,Automotive,Motor Vehicles
Waters Corp,waters.com,244793485,Pharma,,Biotechnology,Test & Measurement Equipment
Adidas AG,adidas-group.com,491927,Retail and Wholesale,Textiles & Apparel,Apparel & Fashion,Apparel & Accessories Retail
Canadian Imperial Bank of Commerce,cibc.com,30789559,Finance,,Financial Services,Banking
Robinhood Markets Inc,robinhood.com,371804974,Finance,,Financial Services,Investment Banking
Tanium Inc,tanium.com,348184184,Technology,,Computer Software,Security Software
Kohls Inc,corporate.kohls.com,21692686,Retail and Wholesale,,Retail,"Department Stores, Shopping Centers & Superstores"
State Compensation Insurance Fund,statefundca.com,265503015,Finance,,Insurance,Insurance
Celonis SE,celonis.com,372193030,Technology,,Computer Software,Business Intelligence (BI) Software
Children's Mercy Kansas City,childrensmercy.org,46911664,Health Social Services,,Hospital & Health Care,Medical & Surgical Hospitals
Northeast Georgia Health System Inc,nghs.com,54330426,Health Social Services,,Hospital & Health Care,Medical & Surgical Hospitals
Duke University,duke.edu,7372832,Education,,Education,Colleges & Universities
The University of North Carolina System,northcarolina.edu,1152321469,Education,Education,Education,Colleges & Universities
University System of Georgia,usg.edu,7869508,Education,,Education,Colleges & Universities
Saint Louis University,slu.edu,36291411,Education,,Education,Colleges & Universities
University of Arkansas System,uasys.edu,564697904,Education,,Education,Colleges & Universities
Utah System of Higher Education,ushe.edu,1172838994,Education,,Education,Training
University of Kentucky,uky.edu,11830615,Education,,Education,Colleges & Universities
Washington University in St Louis,washu.edu,65145132,Education,,Education,Colleges & Universities
The Regents of the University of Michigan,umich.edu,559692160,Education,,Education,Colleges & Universities
University of Illinois System,uillinois.edu,564697906,Education,,Education,Colleges & Universities
Michigan State University,msu.edu,24789263,Education,,Education,Colleges & Universities
Wayne State University,wayne.edu,114098293,Education,,Education,Colleges & Universities
The University of Wisconsin System,wisconsin.edu,100909192,Education,,Education,Colleges & Universities
Gvsu,gvsu.edu,34439600,Education,,Education,Colleges & Universities
Purdue University,purdue.edu,98599255,Education,,Education,Colleges & Universities
Oklahoma State University,okstate.edu,19890428,Education,,Education,Colleges & Universities
University of Virginia,virginia.edu,513070654,Education,,Education,Colleges & Universities
DePaul University,depaul.edu,17696873,Education,,Education,Colleges & Universities
The University of Alabama System,uasystem.edu,108036325,Education,,Education,Colleges & Universities
Northern Illinois University,niu.edu,81644497,Education,,Education,Colleges & Universities
The University of Missouri System,umsystem.edu,564942473,Education,,Education,Colleges & Universities
Ball State University,bsu.edu,11900093,Education,,Education,Colleges & Universities
West Virginia University,wvu.edu,38620030,Education,,Education,Colleges & Universities
Illinois State University,illinoisstate.edu,101124803,Education,,Education,Colleges & Universities
Ohio University,ohio.edu,71600312,Education,,Education,Colleges & Universities
The University of South Carolina,sc.edu,79987985,Education,,Education,Colleges & Universities
Southern Illinois University,siu.edu,1153831650,Education,,Education,Colleges & Universities
Case Western Reserve University,case.edu,10257111,Education,,Education,Colleges & Universities
University of Louisville,louisville.edu,28410153,Education,,Education,Colleges & Universities
Boise State University,boisestate.edu,1134026242,Education,,Education,Colleges & Universities
Western Kentucky University,wku.edu,86556755,Education,,Education,Colleges & Universities
University of Notre Dame,nd.edu,71860363,Education,,Education,Colleges & Universities
Eastern Michigan University,emich.edu,51760958,Education,,Education,Colleges & Universities
The University of Chicago,uchicago.edu,39682095,Education,,Education,Colleges & Universities
Clemson University,clemsontigers.com,11338897,Education,,Education,Colleges & Universities
Loyola University Chicago,luc.edu,40765313,Education,,Education,Colleges & Universities
University of Dayton,udayton.edu,39698465,Education,,Education,Colleges & Universities
South Dakota State University,sdstate.edu,34243487,Education,,Education,Colleges & Universities
Missouri State University,missouristate.edu,150291170,Education,,Education,Colleges & Universities
Butler University,butler.edu,44503113,Education,,Education,Colleges & Universities
Iowa State University,iastate.edu,20104179,Education,,Education,Colleges & Universities
Central Michigan University,cmich.edu,9847997,Education,,Education,Colleges & Universities
The University of Oklahoma,ou.edu,39829577,Education,,Education,Colleges & Universities
Xavier University,xavier.edu,153370706,Education,,Education,Colleges & Universities
University of Wyoming,uwyo.edu,126468141,Education,,Education,Colleges & Universities
National Louis University,nl.edu,1114961568,Education,,Education,Colleges & Universities
University of South Carolina Aiken,usca.edu,1140562924,Education,,Education,Colleges & Universities
Indiana University,iu.edu,1109879688,Education,,Education,Colleges & Universities
EchoStar,echostar.com,73517041,Info and Comms,,Telecommunications,Cable & Satellite
Unilever PLC,unilever.com,39453113,Retail and Wholesale,,Consumer Goods,"Cosmetics, Beauty Supply & Personal Care Products"
Charter Communications Inc,corporate.charter.com,24169680,Info and Comms,,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services"
Booking Holdings Inc,bookingholdings.com,43304391,Technology,,Internet,Travel Agencies & Services
Recruit Holdings Co Ltd,recruit-holdings.com,358532440,Business Services,,Staffing and Recruiting,HR & Staffing
Omnicom Group Inc,omnicomgroup.com,372903388,Business Services,,Marketing and Advertising,Advertising & Marketing
International Paper Co,internationalpaper.com,19939690,Retail and Wholesale,,Paper & Forest Products,Pulp & Paper
Palo Alto Networks Inc,paloaltonetworks.com,141951307,Technology,,Computer Network & Security,Security Software
Verizon Communications Inc,verizon.com,126828694,Info and Comms,,Telecommunications,Telephony & Wireless
Paylocity,paylocity.com,111641624,Technology,,Computer Software,Human Resources Software
Aptiv PLC,aptiv.co,2507136,Transportation,,Automotive,Automotive Parts
US Bank,usbank.com,63243962,Finance,,Financial Services,Banking
Home Depot Inc,homedepot.com,42962757,Retail and Wholesale,,Retail,Home Improvement & Hardware Retail
Thryv Inc,thryv.com,434318783,Technology,,Computer Software,Customer Relationship Management (CRM) Software
Textron Inc,textron.com,8850023,Transportation,,Airlines/Aviation,Aerospace & Defense
Fox Corp,fox.com,24054796,Rec and Arts,,Media and Entertainment,Broadcasting
Global Infrastructure Solutions Inc,gisi.com,432108568,Finance,,Financial Services,Holding Companies & Conglomerates
Loews Corp,loews.com,33309199,Finance,,Financial Services,Holding Companies & Conglomerates
Richemont SA,richemont.com,32817858,Retail and Wholesale,,Luxury Goods & Jewelry,Holding Companies & Conglomerates
AutoZone Inc,autozone.com,3523141,Transportation,,Automotive,Automobile Parts Stores
Flutter Entertainment PLC,flutter.com,368818075,Rec and Arts,,Gambling & Casinos,Gambling & Gaming
Target Corp,corporate.target.com,37536530,Retail and Wholesale,,Retail,"Department Stores, Shopping Centers & Superstores"
Lenovo Group Ltd,lenovo.com,46581485,Technology,,Computer Hardware,Computer Equipment & Peripherals
Salesforce,salesforce.com,239305146,Technology,Customer Relationship Management (CRM) Software,Computer Software,Customer Relationship Management (CRM) Software
McKesson Corp,mckesson.com,24231957,Health Social Services,,Hospital & Health Care,Drug Stores & Pharmacies
KPMG,kpmg.com,380703418,Business Services,,Accounting,Accounting Services
Anheuser-Busch InBev,ab-inbev.com,34473739,Retail and Wholesale,,Food & Beverages,Food & Beverage
Cox Enterprises Inc,coxenterprises.com,36032131,Rec and Arts,Holding Companies & Conglomerates,Media and Entertainment,Holding Companies & Conglomerates
Major League Baseball,mlb.com,15111096,Rec and Arts,,Sports,Sports Teams & Leagues
Henkel AG & Co KGaA,henkel.com,28133034,Retail and Wholesale,,Consumer Goods,"Cosmetics, Beauty Supply & Personal Care Products"
Equinix Inc,equinix.com,13206029,Info and Comms,,Information Technology and Services,Custom Software & IT Services
Allianz SE,allianz.com,2508566,Finance,,Insurance,Insurance
NBA Media Ventures LLC,nba.com,26411131,Rec and Arts,,Sports,Sports Teams & Leagues
Newell Brands Inc,newellbrands.com,27525214,Retail and Wholesale,,Consumer Goods,Household Goods
Fidelity Management & Research LLC (FMR),fidelity.com,357273046,Finance,,Financial Services,Investment Banking
Morgan Stanley,morganstanley.com,64144030,Finance,,Financial Services,Investment Banking
Dell Technologies,dell.com,10879721,Technology,,Computer Hardware,Computer Equipment & Peripherals
NVIDIA Corp,nvidia.com,136118787,Technology,,Computer Hardware,Computer Equipment & Peripherals
DraftKings Inc-Boston,draftkings.com,348016779,Rec and Arts,,Gambling & Casinos,Gambling & Gaming
Allen & Overy,allenovery.com,3590682,Business Services,,Legal Services,Law Firms & Legal Services
Lululemon Athletica Inc,corporate.lululemon.com,344512993,Retail and Wholesale,,Retail,Apparel & Accessories Retail
Collegium Pharmaceutical Inc,collegiumpharma.com,16026417,Pharma,,Pharmaceuticals,Pharmaceuticals
JTEKT Corp,jtekt.co.jp,95077387,Transportation,,Automotive,Automotive Parts
"Becton, Dickinson and Co",bd.com/en-us/products-and-solutions/solutions/vascular-access-management,4211217,Pharma,,Medical Devices,Medical Devices & Equipment
Halliburton Co,halliburton.com,17056593,Construction and Engineering,,Oil & Energy,Oil & Gas Exploration & Services
Tarrant Capital IP LLC,tpg.com,38633816,Finance,,Financial Services,Venture Capital & Private Equity
Ashtead Group PLC,ashtead-group.com,8555941,Construction and Engineering,,Construction,"Other Rental Stores (Furniture, A/V, Construction & Industrial Equipment)"
Sonic Automotive Inc.,echopark.com,111051900,Transportation,,Automotive,Automobile Dealers
Blackstone Inc,blackstone.com,14667677,Finance,,Financial Services,Venture Capital & Private Equity
Unum Group,unum.com,40026602,Finance,,Insurance,Insurance
Teva Pharmaceutical Industries Ltd,tevapharm.com,37962377,Pharma,,Pharmaceuticals,Pharmaceuticals
PROS Holdings Inc,pros.com,78120278,Technology,,Computer Software,Customer Relationship Management (CRM) Software
Dominion Energy Inc,dominionenergy.com,31231388,Construction and Engineering,,Utilities,"Electricity, Oil & Gas"
American Signature Furniture,americansignaturefurniture.com,507035177,Retail and Wholesale,,Furniture,Furniture
Starbucks Coffee Co,starbucks.com,36487399,Other Industries,,Restaurants,Restaurants
Altos Labs Inc,altoslabs.com,563260563,Info and Comms,,Information Technology and Services,Research & Development
Kyu,kyu.com,374950030,Business Services,,Design,Holding Companies & Conglomerates
Fish & Richardson PC,fr.com,44387214,Business Services,,Legal Services,Law Firms & Legal Services
Miami Marlins,mlb.com/marlins,100631546,Rec and Arts,,Sports,Sports Teams & Leagues
Whiting-Turner,whiting-turner.com,111378548,Construction and Engineering,,Construction,Commercial & Residential Construction
Edward D Jones & Co. LP,edwardjones.com,31693712,Finance,,Financial Services,Lending & Brokerage
ALSTOM Holdings,alstom.com,2360474,Transportation,,Transportation/Trucking/Railroad,Industrial Machinery & Equipment
ZS Associates Inc,zs.com,69173314,Business Services,,Management Consulting,Management Consulting
Rosendin Electric Inc,rosendin.com,33211533,Construction and Engineering,,Construction,Commercial & Residential Construction
"Mintz, Levin, Cohn, Ferris, Glovsky, and Popeo PC",mintz.com,30867561,Business Services,,Legal Services,Law Firms & Legal Services
Niagara Bottling LLC,niagarawater.com,86147705,Retail and Wholesale,,Food & Beverages,Food & Beverage
TraceLink Inc,tracelink.com,346706127,Technology,,Computer Software,Supply Chain Management (SCM) Software
Frazier & Deeter LLC,frazierdeeter.com,41765506,Business Services,,Accounting,Accounting Services
Wise,wise.com,535124415,Finance,,Financial Services,Credit Cards & Transaction Processing
BGE Inc,bgeinc.com,18059395,Construction and Engineering,,Civil Engineering,"Architecture, Engineering & Design"
Saint Joseph's University,sju.edu,17761984,Education,,Education,Colleges & Universities
The City University of New York,cuny.edu,8257746,Education,Education,Education,Colleges & Universities
State University of New York,suny.edu,13043336,Education,Education,Education,Colleges & Universities
University of New Hampshire,unh.edu,88015059,Education,,Education,Colleges & Universities
Auburn University,auburn.edu,7359230,Education,,Education,Colleges & Universities
Columbia University,columbia.edu,7406302,Education,Education,Education,Colleges & Universities
